maXa,tenXa,maHuyen,tenHuyen,maTinh,tenTinh
1012707,Phường Quang Trung,10127,Quận Hà Đông,101,Hà Nội
1012704,Phường Văn Quán,10127,Quận Hà Đông,101,Hà Nội
1012705,Phường Vạn Phúc,10127,Quận Hà Đông,101,Hà Nội
1012713,Phường Yên Nghĩa,10127,Quận Hà Đông,101,Hà Nội
1012729,Phường Yết Kiêu,10127,Quận Hà Đông,101,Hà Nội
1012721,Phường Đồng Mai,10127,Quận Hà Đông,101,Hà Nội
1010611,Phường Bồ Đề,10106,Quận Long Biên,101,Hà Nội
1010619,Phường Cự Khối,10106,Quận Long Biên,101,Hà Nội
1010607,Phường Gia Thuỵ,10106,Quận Long Biên,101,Hà Nội
1010601,Phường Giang Biên,10106,Quận Long Biên,101,Hà Nội
1010627,Phường Long Biên,10106,Quận Long Biên,101,Hà Nội
1010625,Phường Ngọc Lâm,10106,Quận Long Biên,101,Hà Nội
1010623,Phường Ngọc Thuỵ,10106,Quận Long Biên,101,Hà Nội
1010609,Phường Phúc Lợi,10106,Quận Long Biên,101,Hà Nội
1010617,Phường Phúc Đồng,10106,Quận Long Biên,101,Hà Nội
1010613,Phường Sài Đồng,10106,Quận Long Biên,101,Hà Nội
1010621,Phường Thượng Thanh,10106,Quận Long Biên,101,Hà Nội
1010615,Phường Thạch Bàn,10106,Quận Long Biên,101,Hà Nội
1010605,Phường Việt Hưng,10106,Quận Long Biên,101,Hà Nội
1010603,Phường Đức Giang,10106,Quận Long Biên,101,Hà Nội
1015509,Phường Cầu Diễn,10155,Quận Nam Từ Liêm,101,Hà Nội
1015515,Phường Mễ Trì,10155,Quận Nam Từ Liêm,101,Hà Nội
1015511,Phường Mỹ Đình 1,10155,Quận Nam Từ Liêm,101,Hà Nội
1015513,Phường Mỹ Đình 2,10155,Quận Nam Từ Liêm,101,Hà Nội
1015517,Phường Phú Đô,10155,Quận Nam Từ Liêm,101,Hà Nội
1015503,Phường Phương Canh,10155,Quận Nam Từ Liêm,101,Hà Nội
1015519,Phường Trung Văn,10155,Quận Nam Từ Liêm,101,Hà Nội
1015505,Phường Tây Mỗ,10155,Quận Nam Từ Liêm,101,Hà Nội
1015501,Phường Xuân Phương,10155,Quận Nam Từ Liêm,101,Hà Nội
1015507,Phường Đại Mỗ,10155,Quận Nam Từ Liêm,101,Hà Nội
1011111,Phường Hạ Đình,10111,Quận Thanh Xuân,101,Hà Nội
1011119,Phường Khương Mai,10111,Quận Thanh Xuân,101,Hà Nội
1011105,Phường Khương Trung,10111,Quận Thanh Xuân,101,Hà Nội
1011113,Phường Khương Đình,10111,Quận Thanh Xuân,101,Hà Nội
1011115,Phường Kim Giang,10111,Quận Thanh Xuân,101,Hà Nội
1011101,Phường Nhân Chính,10111,Quận Thanh Xuân,101,Hà Nội
1011109,Phường Phương Liệt,10111,Quận Thanh Xuân,101,Hà Nội
1011121,Phường Thanh Xuân Bắc,10111,Quận Thanh Xuân,101,Hà Nội
1011117,Phường Thanh Xuân Nam,10111,Quận Thanh Xuân,101,Hà Nội
1011107,Phường Thanh Xuân Trung,10111,Quận Thanh Xuân,101,Hà Nội
1011103,Phường Thượng Đình,10111,Quận Thanh Xuân,101,Hà Nội
1010309,Phường Bưởi,10103,Quận Tây Hồ,101,Hà Nội
1010301,Phường Nhật Tân,10103,Quận Tây Hồ,101,Hà Nội
1010313,Phường Phú Thượng,10103,Quận Tây Hồ,101,Hà Nội
1010305,Phường Quảng An,10103,Quận Tây Hồ,101,Hà Nội
1010311,Phường Thuỵ Khuê,10103,Quận Tây Hồ,101,Hà Nội
1010303,Phường Tứ Liên,10103,Quận Tây Hồ,101,Hà Nội
1010307,Phường Xuân La,10103,Quận Tây Hồ,101,Hà Nội
1010315,Phường Yên Phụ,10103,Quận Tây Hồ,101,Hà Nội
1010901,Phường Cát Linh,10109,Quận Đống đa,101,Hà Nội
1010909,Phường Hàng Bột,10109,Quận Đống đa,101,Hà Nội
1010911,Phường Khâm Thiên,10109,Quận Đống đa,101,Hà Nội
1010929,Phường Khương Thượng,10109,Quận Đống đa,101,Hà Nội
1010925,Phường Kim Liên,10109,Quận Đống đa,101,Hà Nội
1010937,Phường Láng Hạ,10109,Quận Đống đa,101,Hà Nội
1010905,Phường Láng Thượng,10109,Quận Đống đa,101,Hà Nội
1010915,Phường Nam Đồng,10109,Quận Đống đa,101,Hà Nội
1010927,Phường Ngã Tư Sở,10109,Quận Đống đa,101,Hà Nội
1010921,Phường Phương Liên,10109,Quận Đống đa,101,Hà Nội
1010933,Phường Phương Mai,10109,Quận Đống đa,101,Hà Nội
1010917,Phường Quang Trung,10109,Quận Đống đa,101,Hà Nội
1010935,Phường Quốc Tử Giám,10109,Quận Đống đa,101,Hà Nội
1010923,Phường Thịnh Quang,10109,Quận Đống đa,101,Hà Nội
1010913,Phường Thổ Quan,10109,Quận Đống đa,101,Hà Nội
1010919,Phường Trung Liệt,10109,Quận Đống đa,101,Hà Nội
1010939,Phường Trung Phụng,10109,Quận Đống đa,101,Hà Nội
1010941,Phường Trung Tự,10109,Quận Đống đa,101,Hà Nội
1010931,Phường Văn Chương,10109,Quận Đống đa,101,Hà Nội
1010903,Phường Văn Miếu,10109,Quận Đống đa,101,Hà Nội
1010907,Phường ô Chợ Dừa,10109,Quận Đống đa,101,Hà Nội
1012923,Phường Lê Lợi,10129,Thị xã Sơn Tây,101,Hà Nội
1012925,Phường Ngô Quyền,10129,Thị xã Sơn Tây,101,Hà Nội
1012901,Phường Phú Thịnh,10129,Thị xã Sơn Tây,101,Hà Nội
1012903,Phường Quang Trung,10129,Thị xã Sơn Tây,101,Hà Nội
1012905,Phường Sơn Lộc,10129,Thị xã Sơn Tây,101,Hà Nội
1012913,Phường Trung Hưng,10129,Thị xã Sơn Tây,101,Hà Nội
1012929,Phường Trung Sơn Trầm,10129,Thị xã Sơn Tây,101,Hà Nội
1012927,Phường Viên Sơn,10129,Thị xã Sơn Tây,101,Hà Nội
1012907,Phường Xuân Khanh,10129,Thị xã Sơn Tây,101,Hà Nội
1012921,Xã Cổ Đông,10129,Thị xã Sơn Tây,101,Hà Nội
1012917,Xã Kim Sơn,10129,Thị xã Sơn Tây,101,Hà Nội
1012919,Xã Sơn Đông,10129,Thị xã Sơn Tây,101,Hà Nội
1012915,Xã Thanh Mỹ,10129,Thị xã Sơn Tây,101,Hà Nội
1012911,Xã Xuân Sơn,10129,Thị xã Sơn Tây,101,Hà Nội
1012909,Xã Đường Lâm,10129,Thị xã Sơn Tây,101,Hà Nội
4051137,Thị trấn Nghèn,40511,Huyện Can Lộc,405,Hà Tĩnh
4051131,Thị trấn Đồng Lộc,40511,Huyện Can Lộc,405,Hà Tĩnh
4051101,Xã Gia Hanh,40511,Huyện Can Lộc,405,Hà Tĩnh
4051105,Xã Khánh Lộc (hết hiệu lực),40511,Huyện Can Lộc,405,Hà Tĩnh
4051163,Xã Khánh Vĩnh Yên,40511,Huyện Can Lộc,405,Hà Tĩnh
4051111,Xã Kim Lộc (hết hiệu lực),40511,Huyện Can Lộc,405,Hà Tĩnh
4051161,Xã Kim Song Trường,40511,Huyện Can Lộc,405,Hà Tĩnh
4051133,Xã Mỹ Lộc,40511,Huyện Can Lộc,405,Hà Tĩnh
4051159,Xã Phú Lộc,40511,Huyện Can Lộc,405,Hà Tĩnh
4051129,Xã Quang Lộc,40511,Huyện Can Lộc,405,Hà Tĩnh
4051113,Xã Song Lộc (hết hiệu lực),40511,Huyện Can Lộc,405,Hà Tĩnh
4051103,Xã Sơn Lộc,40511,Huyện Can Lộc,405,Hà Tĩnh
4051149,Xã Thanh Lộc,40511,Huyện Can Lộc,405,Hà Tĩnh
4051141,Xã Thiên Lộc,40511,Huyện Can Lộc,405,Hà Tĩnh
4051143,Xã Thuần Thiện,40511,Huyện Can Lộc,405,Hà Tĩnh
4051151,Xã Thường Nga,40511,Huyện Can Lộc,405,Hà Tĩnh
4051127,Xã Thượng Lộc,40511,Huyện Can Lộc,405,Hà Tĩnh
4051121,Xã Tiến Lộc (hết hiệu lực),40511,Huyện Can Lộc,405,Hà Tĩnh
4051123,Xã Trung Lộc,40511,Huyện Can Lộc,405,Hà Tĩnh
4051153,Xã Trường Lộc (hết hiệu lực),40511,Huyện Can Lộc,405,Hà Tĩnh
4051155,Xã Tùng Lộc,40511,Huyện Can Lộc,405,Hà Tĩnh
4051119,Xã Vĩnh Lộc (hết hiệu lực),40511,Huyện Can Lộc,405,Hà Tĩnh
4051147,Xã Vượng Lộc,40511,Huyện Can Lộc,405,Hà Tĩnh
4051125,Xã Xuân Lộc,40511,Huyện Can Lộc,405,Hà Tĩnh
4051157,Xã Yên Lộc (hết hiệu lực),40511,Huyện Can Lộc,405,Hà Tĩnh
4051509,Thị trấn Cẩm Xuyên,40515,Huyện Cẩm Xuyên,405,Hà Tĩnh
4051519,Thị trấn Thiên Cầm,40515,Huyện Cẩm Xuyên,405,Hà Tĩnh
4051525,Xã Cẩm Bình,40515,Huyện Cẩm Xuyên,405,Hà Tĩnh
4051537,Xã Cẩm Duệ,40515,Huyện Cẩm Xuyên,405,Hà Tĩnh
4051523,Xã Cẩm Dương,40515,Huyện Cẩm Xuyên,405,Hà Tĩnh
4051531,Xã Cẩm Huy (hết hiệu lực),40515,Huyện Cẩm Xuyên,405,Hà Tĩnh
4051543,Xã Cẩm Hà,40515,Huyện Cẩm Xuyên,405,Hà Tĩnh
4051521,Xã Cẩm Hòa (hết hiệu lực),40515,Huyện Cẩm Xuyên,405,Hà Tĩnh
4051507,Xã Cẩm Hưng,40515,Huyện Cẩm Xuyên,405,Hà Tĩnh
4051541,Xã Cẩm Lĩnh,40515,Huyện Cẩm Xuyên,405,Hà Tĩnh
4051551,Xã Cẩm Lạc,40515,Huyện Cẩm Xuyên,405,Hà Tĩnh
4051503,Xã Cẩm Lộc,40515,Huyện Cẩm Xuyên,405,Hà Tĩnh
4051553,Xã Cẩm Minh,40515,Huyện Cẩm Xuyên,405,Hà Tĩnh
4051547,Xã Cẩm Mỹ,40515,Huyện Cẩm Xuyên,405,Hà Tĩnh
4051513,Xã Cẩm Nam (hết hiệu lực),40515,Huyện Cẩm Xuyên,405,Hà Tĩnh
4051515,Xã Cẩm Nhượng,40515,Huyện Cẩm Xuyên,405,Hà Tĩnh
4051539,Xã Cẩm Phúc (hết hiệu lực),40515,Huyện Cẩm Xuyên,405,Hà Tĩnh
4051517,Xã Cẩm Quan,40515,Huyện Cẩm Xuyên,405,Hà Tĩnh
4051529,Xã Cẩm Quang,40515,Huyện Cẩm Xuyên,405,Hà Tĩnh
4051505,Xã Cẩm Sơn,40515,Huyện Cẩm Xuyên,405,Hà Tĩnh
4051501,Xã Cẩm Thành,40515,Huyện Cẩm Xuyên,405,Hà Tĩnh
4051535,Xã Cẩm Thăng (hết hiệu lực),40515,Huyện Cẩm Xuyên,405,Hà Tĩnh
4051533,Xã Cẩm Thạch,40515,Huyện Cẩm Xuyên,405,Hà Tĩnh
4051545,Xã Cẩm Thịnh,40515,Huyện Cẩm Xuyên,405,Hà Tĩnh
4051549,Xã Cẩm Trung,40515,Huyện Cẩm Xuyên,405,Hà Tĩnh
4051527,Xã Cẩm Vĩnh,40515,Huyện Cẩm Xuyên,405,Hà Tĩnh
4051511,Xã Cẩm Yên (hết hiệu lực),40515,Huyện Cẩm Xuyên,405,Hà Tĩnh
4051555,Xã Nam Phúc Thăng,40515,Huyện Cẩm Xuyên,405,Hà Tĩnh
4051557,Xã Yên Hòa,40515,Huyện Cẩm Xuyên,405,Hà Tĩnh
4051703,Thị trấn Hương Khê,40517,Huyện Hương Khê,405,Hà Tĩnh
4051731,Xã Gia Phố,40517,Huyện Hương Khê,405,Hà Tĩnh
4051717,Xã Hà Linh,40517,Huyện Hương Khê,405,Hà Tĩnh
4051721,Xã Hòa Hải,40517,Huyện Hương Khê,405,Hà Tĩnh
4051707,Xã Hương Bình,40517,Huyện Hương Khê,405,Hà Tĩnh
4051725,Xã Hương Giang,40517,Huyện Hương Khê,405,Hà Tĩnh
4051713,Xã Hương Liên,40517,Huyện Hương Khê,405,Hà Tĩnh
4051701,Xã Hương Long,40517,Huyện Hương Khê,405,Hà Tĩnh
4051743,Xã Hương Lâm,40517,Huyện Hương Khê,405,Hà Tĩnh
4051719,Xã Hương Thủy,40517,Huyện Hương Khê,405,Hà Tĩnh
4051739,Xã Hương Trà,40517,Huyện Hương Khê,405,Hà Tĩnh
4051741,Xã Hương Trạch,40517,Huyện Hương Khê,405,Hà Tĩnh
4051735,Xã Hương Vĩnh,40517,Huyện Hương Khê,405,Hà Tĩnh
4051737,Xã Hương Xuân,40517,Huyện Hương Khê,405,Hà Tĩnh
4051733,Xã Hương Đô,40517,Huyện Hương Khê,405,Hà Tĩnh
4051727,Xã Lộc Yên,40517,Huyện Hương Khê,405,Hà Tĩnh
4051729,Xã Phú Gia,40517,Huyện Hương Khê,405,Hà Tĩnh
4051709,Xã Phú Phong,40517,Huyện Hương Khê,405,Hà Tĩnh
4051711,Xã Phúc Trạch,40517,Huyện Hương Khê,405,Hà Tĩnh
4051723,Xã Phúc Đồng,40517,Huyện Hương Khê,405,Hà Tĩnh
4051715,Xã Phương Mỹ (hết hiệu lực),40517,Huyện Hương Khê,405,Hà Tĩnh
4051705,Xã Phương Điền (hết hiệu lực),40517,Huyện Hương Khê,405,Hà Tĩnh
4051745,Xã Điền Mỹ,40517,Huyện Hương Khê,405,Hà Tĩnh
4050923,Thị trấn Phố Châu,40509,Huyện Hương Sơn,405,Hà Tĩnh
4050925,Thị trấn Tây Sơn,40509,Huyện Hương Sơn,405,Hà Tĩnh
4050967,Xã An Hòa Thịnh,40509,Huyện Hương Sơn,405,Hà Tĩnh
4050969,Xã Kim Hoa,40509,Huyện Hương Sơn,405,Hà Tĩnh
4050971,Xã Quang Diệm,40509,Huyện Hương Sơn,405,Hà Tĩnh
4050933,Xã Sơn An (hết hiệu lực),40509,Huyện Hương Sơn,405,Hà Tĩnh
4050949,Xã Sơn Bình,40509,Huyện Hương Sơn,405,Hà Tĩnh
4050915,Xã Sơn Bằng,40509,Huyện Hương Sơn,405,Hà Tĩnh
4050913,Xã Sơn Châu,40509,Huyện Hương Sơn,405,Hà Tĩnh
4050905,Xã Sơn Diệm (hết hiệu lực),40509,Huyện Hương Sơn,405,Hà Tĩnh
4050909,Xã Sơn Giang,40509,Huyện Hương Sơn,405,Hà Tĩnh
4050943,Xã Sơn Hà (hết hiệu lực),40509,Huyện Hương Sơn,405,Hà Tĩnh
4050919,Xã Sơn Hàm,40509,Huyện Hương Sơn,405,Hà Tĩnh
4050937,Xã Sơn Hòa (hết hiệu lực),40509,Huyện Hương Sơn,405,Hà Tĩnh
4050901,Xã Sơn Hồng,40509,Huyện Hương Sơn,405,Hà Tĩnh
4050951,Xã Sơn Kim 1,40509,Huyện Hương Sơn,405,Hà Tĩnh
4050953,Xã Sơn Kim 2,40509,Huyện Hương Sơn,405,Hà Tĩnh
4050955,Xã Sơn Long,40509,Huyện Hương Sơn,405,Hà Tĩnh
4050907,Xã Sơn Lâm,40509,Huyện Hương Sơn,405,Hà Tĩnh
4050935,Xã Sơn Lĩnh,40509,Huyện Hương Sơn,405,Hà Tĩnh
4050929,Xã Sơn Lễ,40509,Huyện Hương Sơn,405,Hà Tĩnh
4050921,Xã Sơn Mai (hết hiệu lực),40509,Huyện Hương Sơn,405,Hà Tĩnh
4050911,Xã Sơn Mỹ (hết hiệu lực),40509,Huyện Hương Sơn,405,Hà Tĩnh
4050903,Xã Sơn Ninh,40509,Huyện Hương Sơn,405,Hà Tĩnh
4050959,Xã Sơn Phú,40509,Huyện Hương Sơn,405,Hà Tĩnh
4050961,Xã Sơn Phúc (hết hiệu lực),40509,Huyện Hương Sơn,405,Hà Tĩnh
4050945,Xã Sơn Quang (hết hiệu lực),40509,Huyện Hương Sơn,405,Hà Tĩnh
4050931,Xã Sơn Thịnh (hết hiệu lực),40509,Huyện Hương Sơn,405,Hà Tĩnh
4050957,Xã Sơn Thủy (hết hiệu lực),40509,Huyện Hương Sơn,405,Hà Tĩnh
4050927,Xã Sơn Tiến,40509,Huyện Hương Sơn,405,Hà Tĩnh
4050947,Xã Sơn Trung,40509,Huyện Hương Sơn,405,Hà Tĩnh
4050917,Xã Sơn Trà,40509,Huyện Hương Sơn,405,Hà Tĩnh
4050963,Xã Sơn Trường,40509,Huyện Hương Sơn,405,Hà Tĩnh
4050939,Xã Sơn Tân (hết hiệu lực),40509,Huyện Hương Sơn,405,Hà Tĩnh
4050941,Xã Sơn Tây,40509,Huyện Hương Sơn,405,Hà Tĩnh
4050965,Xã Tân Mỹ Hà,40509,Huyện Hương Sơn,405,Hà Tĩnh
4052329,Thị trấn Lộc Hà,40523,Huyện Lộc Hà,405,Hà Tĩnh
4052325,Xã An Lộc (hết hiệu lực),40523,Huyện Lộc Hà,405,Hà Tĩnh
4052327,Xã Bình An,40523,Huyện Lộc Hà,405,Hà Tĩnh
4052313,Xã Bình Lộc (hết hiệu lực),40523,Huyện Lộc Hà,405,Hà Tĩnh
4052321,Xã Hồng Lộc,40523,Huyện Lộc Hà,405,Hà Tĩnh
4052311,Xã Hộ Độ,40523,Huyện Lộc Hà,405,Hà Tĩnh
4052309,Xã Mai Phụ,40523,Huyện Lộc Hà,405,Hà Tĩnh
4052317,Xã Phù Lưu,40523,Huyện Lộc Hà,405,Hà Tĩnh
4052301,Xã Thạch Bằng (hết hiệu lực),40523,Huyện Lộc Hà,405,Hà Tĩnh
4052303,Xã Thạch Châu,40523,Huyện Lộc Hà,405,Hà Tĩnh
4052305,Xã Thạch Kim,40523,Huyện Lộc Hà,405,Hà Tĩnh
4052307,Xã Thạch Mỹ,40523,Huyện Lộc Hà,405,Hà Tĩnh
4052315,Xã Thịnh Lộc,40523,Huyện Lộc Hà,405,Hà Tĩnh
4052323,Xã Tân Lộc,40523,Huyện Lộc Hà,405,Hà Tĩnh
4052319,Xã ích Hậu,40523,Huyện Lộc Hà,405,Hà Tĩnh
4050501,Thị trấn Nghi Xuân (hết hiệu lực),40505,Huyện Nghi Xuân,405,Hà Tĩnh
4050539,Thị trấn Tiên Điền,40505,Huyện Nghi Xuân,405,Hà Tĩnh
4050515,Thị trấn Xuân An,40505,Huyện Nghi Xuân,405,Hà Tĩnh
4050537,Xã Cương Gián,40505,Huyện Nghi Xuân,405,Hà Tĩnh
4050533,Xã Cổ Đạm,40505,Huyện Nghi Xuân,405,Hà Tĩnh
4050525,Xã Tiên Điền (hết hiệu lực),40505,Huyện Nghi Xuân,405,Hà Tĩnh
4050523,Xã Xuân Giang,40505,Huyện Nghi Xuân,405,Hà Tĩnh
4050521,Xã Xuân Hải,40505,Huyện Nghi Xuân,405,Hà Tĩnh
4050511,Xã Xuân Hồng,40505,Huyện Nghi Xuân,405,Hà Tĩnh
4050505,Xã Xuân Hội,40505,Huyện Nghi Xuân,405,Hà Tĩnh
4050513,Xã Xuân Lam,40505,Huyện Nghi Xuân,405,Hà Tĩnh
4050503,Xã Xuân Liên,40505,Huyện Nghi Xuân,405,Hà Tĩnh
4050535,Xã Xuân Lĩnh,40505,Huyện Nghi Xuân,405,Hà Tĩnh
4050527,Xã Xuân Mỹ,40505,Huyện Nghi Xuân,405,Hà Tĩnh
4050507,Xã Xuân Phổ,40505,Huyện Nghi Xuân,405,Hà Tĩnh
4050529,Xã Xuân Thành,40505,Huyện Nghi Xuân,405,Hà Tĩnh
4050517,Xã Xuân Trường (hết hiệu lực),40505,Huyện Nghi Xuân,405,Hà Tĩnh
4050531,Xã Xuân Viên,40505,Huyện Nghi Xuân,405,Hà Tĩnh
4050509,Xã Xuân Yên,40505,Huyện Nghi Xuân,405,Hà Tĩnh
4050519,Xã Xuân Đan (hết hiệu lực),40505,Huyện Nghi Xuân,405,Hà Tĩnh
4050541,Xã Đan Trường,40505,Huyện Nghi Xuân,405,Hà Tĩnh
4051301,Thị trấn Thạch Hà,40513,Huyện Thạch Hà,405,Hà Tĩnh
4051363,Xã Bắc Sơn (hết hiệu lực),40513,Huyện Thạch Hà,405,Hà Tĩnh
4051377,Xã Lưu Vĩnh Sơn,40513,Huyện Thạch Hà,405,Hà Tĩnh
4051369,Xã Nam Hương (hết hiệu lực),40513,Huyện Thạch Hà,405,Hà Tĩnh
4051379,Xã Nam Điền,40513,Huyện Thạch Hà,405,Hà Tĩnh
4051325,Xã Ngọc Sơn,40513,Huyện Thạch Hà,405,Hà Tĩnh
4051313,Xã Phù Việt (hết hiệu lực),40513,Huyện Thạch Hà,405,Hà Tĩnh
4051309,Xã Thạch Bàn (hết hiệu lực),40513,Huyện Thạch Hà,405,Hà Tĩnh
4051323,Xã Thạch Hương (hết hiệu lực),40513,Huyện Thạch Hà,405,Hà Tĩnh
4051329,Xã Thạch Hải,40513,Huyện Thạch Hà,405,Hà Tĩnh
4051321,Xã Thạch Hội,40513,Huyện Thạch Hà,405,Hà Tĩnh
4051343,Xã Thạch Khê,40513,Huyện Thạch Hà,405,Hà Tĩnh
4051311,Xã Thạch Kênh,40513,Huyện Thạch Hà,405,Hà Tĩnh
4051337,Xã Thạch Liên,40513,Huyện Thạch Hà,405,Hà Tĩnh
4051345,Xã Thạch Long,40513,Huyện Thạch Hà,405,Hà Tĩnh
4051367,Xã Thạch Lâm (hết hiệu lực),40513,Huyện Thạch Hà,405,Hà Tĩnh
4051359,Xã Thạch Lưu (hết hiệu lực),40513,Huyện Thạch Hà,405,Hà Tĩnh
4051305,Xã Thạch Lạc,40513,Huyện Thạch Hà,405,Hà Tĩnh
4051317,Xã Thạch Ngọc,40513,Huyện Thạch Hà,405,Hà Tĩnh
4051335,Xã Thạch Sơn,40513,Huyện Thạch Hà,405,Hà Tĩnh
4051349,Xã Thạch Thanh (hết hiệu lực),40513,Huyện Thạch Hà,405,Hà Tĩnh
4051319,Xã Thạch Thắng,40513,Huyện Thạch Hà,405,Hà Tĩnh
4051347,Xã Thạch Tiến (hết hiệu lực),40513,Huyện Thạch Hà,405,Hà Tĩnh
4051351,Xã Thạch Trị,40513,Huyện Thạch Hà,405,Hà Tĩnh
4051365,Xã Thạch Tân (hết hiệu lực),40513,Huyện Thạch Hà,405,Hà Tĩnh
4051355,Xã Thạch Văn,40513,Huyện Thạch Hà,405,Hà Tĩnh
4051357,Xã Thạch Vĩnh (hết hiệu lực),40513,Huyện Thạch Hà,405,Hà Tĩnh
4051307,Xã Thạch Xuân,40513,Huyện Thạch Hà,405,Hà Tĩnh
4051371,Xã Thạch Điền (hết hiệu lực),40513,Huyện Thạch Hà,405,Hà Tĩnh
4051361,Xã Thạch Đài,40513,Huyện Thạch Hà,405,Hà Tĩnh
4051339,Xã Thạch Đỉnh (hết hiệu lực),40513,Huyện Thạch Hà,405,Hà Tĩnh
4051373,Xã Tân Lâm Hương,40513,Huyện Thạch Hà,405,Hà Tĩnh
4051353,Xã Tượng Sơn,40513,Huyện Thạch Hà,405,Hà Tĩnh
4051375,Xã Việt Tiến,40513,Huyện Thạch Hà,405,Hà Tĩnh
4051315,Xã Việt Xuyên (hết hiệu lực),40513,Huyện Thạch Hà,405,Hà Tĩnh
4051381,Xã Đỉnh Bàn ,40513,Huyện Thạch Hà,405,Hà Tĩnh
4052109,Thị trấn Vũ Quang,40521,Huyện Vũ Quang,405,Hà Tĩnh
4052107,Xã Hương Minh,40521,Huyện Vũ Quang,405,Hà Tĩnh
4052123,Xã Hương Quang (hết hiệu lực),40521,Huyện Vũ Quang,405,Hà Tĩnh
4052121,Xã Hương Thọ (hết hiệu lực),40521,Huyện Vũ Quang,405,Hà Tĩnh
4052119,Xã Hương Điền (hết hiệu lực),40521,Huyện Vũ Quang,405,Hà Tĩnh
4052125,Xã Quang Thọ,40521,Huyện Vũ Quang,405,Hà Tĩnh
4052113,Xã Sơn Thọ (hết hiệu lực),40521,Huyện Vũ Quang,405,Hà Tĩnh
4052127,Xã Thọ Điền,40521,Huyện Vũ Quang,405,Hà Tĩnh
4052101,Xã ân Phú,40521,Huyện Vũ Quang,405,Hà Tĩnh
4052105,Xã Đức Bồng,40521,Huyện Vũ Quang,405,Hà Tĩnh
4052103,Xã Đức Giang,40521,Huyện Vũ Quang,405,Hà Tĩnh
4052115,Xã Đức Hương,40521,Huyện Vũ Quang,405,Hà Tĩnh
4052117,Xã Đức Liên,40521,Huyện Vũ Quang,405,Hà Tĩnh
4052111,Xã Đức Lĩnh,40521,Huyện Vũ Quang,405,Hà Tĩnh
4050719,Thị trấn Đức Thọ,40507,Huyện Đức Thọ,405,Hà Tĩnh
4050767,Xã Anh Dũng,40507,Huyện Đức Thọ,405,Hà Tĩnh
4050757,Xã Bùi La Nhân,40507,Huyện Đức Thọ,405,Hà Tĩnh
4050733,Xã Bùi Xá (hết hiệu lực),40507,Huyện Đức Thọ,405,Hà Tĩnh
4050769,Xã Hòa Lạc,40507,Huyện Đức Thọ,405,Hà Tĩnh
4050707,Xã Liên Minh,40507,Huyện Đức Thọ,405,Hà Tĩnh
4050759,Xã Lâm Trung Thủy,40507,Huyện Đức Thọ,405,Hà Tĩnh
4050765,Xã Quang Vĩnh,40507,Huyện Đức Thọ,405,Hà Tĩnh
4050761,Xã Thanh Bình Thịnh,40507,Huyện Đức Thọ,405,Hà Tĩnh
4050739,Xã Thái Yên (hết hiệu lực),40507,Huyện Đức Thọ,405,Hà Tĩnh
4050741,Xã Trung Lễ (hết hiệu lực),40507,Huyện Đức Thọ,405,Hà Tĩnh
4050701,Xã Trường Sơn,40507,Huyện Đức Thọ,405,Hà Tĩnh
4050771,Xã Tân Dân,40507,Huyện Đức Thọ,405,Hà Tĩnh
4050755,Xã Tân Hương,40507,Huyện Đức Thọ,405,Hà Tĩnh
4050763,Xã Tùng Châu,40507,Huyện Đức Thọ,405,Hà Tĩnh
4050709,Xã Tùng ảnh,40507,Huyện Đức Thọ,405,Hà Tĩnh
4050729,Xã Yên Hồ,40507,Huyện Đức Thọ,405,Hà Tĩnh
4050749,Xã Đức An (hết hiệu lực),40507,Huyện Đức Thọ,405,Hà Tĩnh
4050723,Xã Đức Châu (hết hiệu lực),40507,Huyện Đức Thọ,405,Hà Tĩnh
4050747,Xã Đức Dũng (hết hiệu lực),40507,Huyện Đức Thọ,405,Hà Tĩnh
4050703,Xã Đức Hòa (hết hiệu lực),40507,Huyện Đức Thọ,405,Hà Tĩnh
4050727,Xã Đức La (hết hiệu lực),40507,Huyện Đức Thọ,405,Hà Tĩnh
4050713,Xã Đức Long (hết hiệu lực),40507,Huyện Đức Thọ,405,Hà Tĩnh
4050743,Xã Đức Lâm (hết hiệu lực),40507,Huyện Đức Thọ,405,Hà Tĩnh
4050751,Xã Đức Lạc (hết hiệu lực),40507,Huyện Đức Thọ,405,Hà Tĩnh
4050717,Xã Đức Lạng,40507,Huyện Đức Thọ,405,Hà Tĩnh
4050715,Xã Đức Lập (hết hiệu lực),40507,Huyện Đức Thọ,405,Hà Tĩnh
4050731,Xã Đức Nhân (hết hiệu lực),40507,Huyện Đức Thọ,405,Hà Tĩnh
4050721,Xã Đức Quang (hết hiệu lực),40507,Huyện Đức Thọ,405,Hà Tĩnh
4050745,Xã Đức Thanh (hết hiệu lực),40507,Huyện Đức Thọ,405,Hà Tĩnh
4050735,Xã Đức Thịnh (hết hiệu lực),40507,Huyện Đức Thọ,405,Hà Tĩnh
4050711,Xã Đức Thủy (hết hiệu lực),40507,Huyện Đức Thọ,405,Hà Tĩnh
4050725,Xã Đức Tùng (hết hiệu lực),40507,Huyện Đức Thọ,405,Hà Tĩnh
4050705,Xã Đức Vĩnh (hết hiệu lực),40507,Huyện Đức Thọ,405,Hà Tĩnh
4050737,Xã Đức Yên (hết hiệu lực),40507,Huyện Đức Thọ,405,Hà Tĩnh
